ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,-1,7.238916,2.6955,1.965624,-41.36563,0.2791714,-2.026272,14.30066,RIGHT_ACCELERATE
-1,-1,7.182496,2.885775,2.018065,-41.42266,0.2791661,-3.587058,14.40556,ACCELERATE
-1,9.967988,7.12922,2.963353,2.071389,-41.47482,0.2791624,-5.035466,14.50286,ACCELERATE
-1,9.909991,7.086038,3.02435,2.114546,-41.51707,0.2791599,-6.584831,14.60692,ACCELERATE
-1,9.866734,7.053889,3.069762,2.146675,-41.54872,0.2791604,-8.047508,14.70514,ACCELERATE
-1,9.830641,7.027267,3.107443,2.173285,-41.57502,0.2791604,-9.504333,14.80296,ACCELERATE
-1,9.799011,7.004081,3.140319,2.196462,-41.59799,0.27916,-10.97077,14.90143,ACCELERATE
-1,9.768688,6.981964,3.171724,2.218572,-41.61997,0.2791603,-12.5408,15.00684,ACCELERATE
-1,9.742566,6.962986,3.198705,2.237546,-41.63885,0.27916,-14.00324,15.10503,ACCELERATE
-1,9.718107,6.945263,3.223922,2.255265,-41.65636,0.2791609,-15.4396,15.20147,ACCELERATE
-1,9.675638,6.927109,3.249767,2.273416,-41.67464,0.2791604,-17.00381,15.30649,ACCELERATE
-1,9.569015,6.910577,3.273314,2.289946,-41.69102,0.2791602,-18.44668,15.40336,ACCELERATE
-1,9.380747,6.894305,3.296498,2.306216,-41.70723,0.2791605,-19.90482,15.50126,ACCELERATE
-1,9.099639,6.877354,3.340814,2.323165,-41.7243,0.2791604,-21.46441,15.60597,ACCELERATE
-1,8.761263,6.861547,3.528934,2.338969,-41.74,0.2791596,-22.91247,15.70319,ACCELERATE
-1,8.356936,6.822187,3.952308,2.395781,-41.75558,0.2791599,-24.36184,15.8005,ACCELERATE
-1,7.867348,6.709411,4.849278,2.558591,-41.77192,0.2791606,-25.88928,15.90305,ACCELERATE
-1,7.301547,6.507675,7.294755,2.855395,-41.78833,0.2791598,-27.43242,16.00665,ACCELERATE
-1,6.727966,6.248575,-1,3.261092,-41.80345,0.2791597,-28.85821,16.10238,ACCELERATE
-1,6.053478,5.883518,-1,3.864768,-41.81948,0.2791605,-30.37381,16.20414,ACCELERATE
8.898554,5.371691,5.455739,-1,4.625597,-41.83456,0.2791599,-31.80368,16.30014,LEFT_ACCELERATE
7.593148,4.622359,4.836763,-1,5.583167,-41.81998,0.2791609,-33.34591,16.40372,LEFT_ACCELERATE
6.810211,3.996626,4.150091,-1,6.29711,-41.66842,0.2791767,-34.84625,16.50517,LEFT_ACCELERATE
6.512105,3.545983,3.53668,-1,6.634261,-41.33058,0.2791985,-36.22005,16.60045,LEFT_ACCELERATE
6.787402,3.266248,3.04159,-1,6.696481,-40.70378,0.2792159,-37.60689,16.7031,LEFT_ACCELERATE
7.616396,3.207098,2.768799,-1,6.648257,-39.81006,0.2792183,-38.84843,16.80642,LEFT_ACCELERATE
9.08742,3.384877,2.716006,-1,6.533195,-38.76942,0.2792193,-39.83059,16.90318,LEFT_ACCELERATE
-1,3.833603,2.838308,-1,6.361258,-37.52476,0.2792193,-40.62899,17.00329,LEFT_ACCELERATE
-1,4.588629,3.145461,9.240994,6.127017,-36.19605,0.2792172,-41.1699,17.10051,LEFT_ACCELERATE
-1,5.566193,3.623951,7.522105,5.783933,-34.73323,0.2792015,-41.50295,17.2021,LEFT_ACCELERATE
-1,6.404088,4.132244,6.604438,5.31381,-33.23049,0.2791835,-41.6825,17.30407,LEFT_ACCELERATE
-1,6.786219,4.551769,6.213436,4.805324,-31.7127,0.2791694,-41.82221,17.40644,ACCELERATE
-1,6.769227,4.792759,6.257136,4.459815,-30.29216,0.2791638,-41.98626,17.50247,ACCELERATE
-1,6.614819,4.932742,6.53699,4.268348,-28.77588,0.2791617,-42.19247,17.60522,ACCELERATE
-1,6.384618,4.968852,6.905385,4.230363,-27.35342,0.27916,-42.404,17.70177,ACCELERATE
-1,6.094799,4.915845,7.316112,4.325934,-25.84658,0.2791602,-42.6402,17.80418,ACCELERATE
-1,5.796811,4.77463,7.738321,4.53159,-24.34258,0.2791605,-42.88392,17.90646,ACCELERATE
-1,5.510826,4.566617,8.143424,4.768387,-22.92879,0.2791603,-43.11774,18.00267,ACCELERATE
-1,5.201422,4.310407,8.581627,5.024677,-21.42733,0.2791603,-43.36938,18.10487,ACCELERATE
-1,4.899535,4.060324,9.009094,5.274804,-19.9691,0.2791605,-43.61595,18.20416,ACCELERATE
-1,4.589868,3.803732,9.447488,5.531412,-18.47516,0.2791603,-43.87005,18.3059,ACCELERATE
-1,4.299367,3.562989,9.858684,5.772157,-17.09114,0.2791606,-44.10634,18.40016,ACCELERATE
-1,3.987453,3.304475,-1,6.030662,-15.60238,0.2791603,-44.36115,18.50156,ACCELERATE
-1,3.678545,3.044497,-1,6.28826,-14.1106,0.2791605,-44.61573,18.60316,LEFT_ACCELERATE
-1,3.541796,2.817146,-1,6.454383,-12.62525,0.279163,-44.81443,18.70384,LEFT_ACCELERATE
-1,3.797927,2.7427,9.333669,6.459424,-11.10207,0.2791837,-44.8526,18.80637,LEFT_ACCELERATE
-1,4.706517,2.930325,8.002911,6.335131,-9.685144,0.2792012,-44.66889,18.90265,LEFT_ACCELERATE
-1,6.46214,3.431389,6.831698,6.063529,-8.21308,0.2791913,-44.2378,19.00593,LEFT_ACCELERATE
-1,8.001066,4.077345,5.958253,5.627335,-6.845349,0.2791784,-43.69172,19.1049,LEFT_ACCELERATE
-1,8.742123,4.721857,5.279056,5.038516,-5.447228,0.279167,-43.1076,19.20665,ACCELERATE
-1,9.004279,5.231218,4.77132,4.484845,-4.138013,0.2791624,-42.58922,19.30119,ACCELERATE
-1,9.138426,5.686007,4.323631,3.906493,-2.703208,0.2791599,-42.04023,19.40433,LEFT_ACCELERATE
-1,9.54454,6.125887,3.827547,3.427462,-1.38279,0.2791617,-41.48749,19.50049,LEFT_ACCELERATE
-1,-1,6.720221,3.122865,2.904064,-0.03421054,0.2791764,-40.75174,19.60384,LEFT_ACCELERATE
-1,-1,7.283172,2.485821,2.318574,1.166714,0.2791681,-39.93725,19.70135,RIGHT_ACCELERATE
-1,-1,7.582397,2.116321,1.775615,2.450377,0.2791674,-39.10958,19.804,RIGHT_ACCELERATE
-1,9.55494,7.64713,2.256188,1.558215,3.825337,0.2791845,-38.41843,19.90755,RIGHT_ACCELERATE
-1,8.382492,7.552499,3.824514,1.777107,5.203541,0.2791998,-37.97028,20.00519,RIGHT_ACCELERATE
-1,7.300708,7.329909,-1,2.495994,6.640706,0.2791891,-37.72786,20.1033,LEFT_ACCELERATE
9.616283,6.41574,6.782976,-1,3.496097,8.137278,0.2791599,-37.50914,20.20493,LEFT_ACCELERATE
8.835083,5.747205,6.083796,-1,4.301187,9.52093,0.2791773,-37.17123,20.30074,LEFT_ACCELERATE
8.021444,5.080352,5.381913,-1,5.112514,10.93868,0.2791715,-36.64888,20.40234,LEFT_ACCELERATE
6.822404,4.327092,4.71806,-1,6.192902,12.35164,0.2791684,-36.03922,20.50569,LEFT_ACCELERATE
6.000475,3.669087,3.997649,-1,6.991496,13.61169,0.2791735,-35.38465,20.60117,LEFT_ACCELERATE
5.504151,3.084738,3.218316,-1,7.378009,14.8707,0.2791991,-34.49502,20.70499,LEFT_ACCELERATE
5.560016,2.723843,2.648206,-1,7.380292,15.86939,0.2792138,-33.4817,20.80093,LEFT_ACCELERATE
6.219526,2.553717,2.279364,-1,7.28453,16.72141,0.2792188,-32.19369,20.90523,LEFT_ACCELERATE
7.76063,2.626593,2.149326,-1,7.150891,17.28241,0.2792191,-30.83496,21.00463,LEFT_ACCELERATE
-1,2.995571,2.222922,-1,6.976355,17.57997,0.2792203,-29.40614,21.10345,LEFT_ACCELERATE
-1,3.732015,2.507168,9.638352,6.758374,17.61054,0.2792197,-27.94942,21.20222,LEFT_ACCELERATE
-1,4.912416,2.988931,7.902212,6.467484,17.3904,0.2792093,-26.52091,21.3002,LEFT_ACCELERATE
-1,6.523664,3.623829,6.714094,6.004603,16.96269,0.2791904,-25.05444,21.40344,LEFT_ACCELERATE
-1,8.112731,4.224326,5.92068,5.424796,16.47896,0.2791745,-23.69303,21.50052,LEFT_ACCELERATE
-1,9.237287,4.755363,5.313568,4.807806,15.97807,0.2791646,-22.24009,21.60374,ACCELERATE
-1,-1,5.21171,4.806859,4.321134,15.53884,0.2791618,-20.85421,21.70136,ACCELERATE
-1,-1,5.677686,4.288802,3.853937,15.09039,0.2791608,-19.35839,21.8062,ACCELERATE
-1,-1,6.091664,3.828176,3.439291,14.69139,0.2791596,-17.97952,21.90257,ACCELERATE
-1,-1,6.52492,3.345908,3.005603,14.27036,0.2791598,-16.49051,22.00646,ACCELERATE
9.607933,-1,6.933461,2.891062,2.596816,13.87811,0.2791598,-15.08193,22.10462,ACCELERATE
8.157977,-1,7.325684,2.454346,2.204447,13.49655,0.2791598,-13.69818,22.20099,RIGHT_ACCELERATE
7.489683,-1,7.66748,2.04547,1.792528,13.11921,0.2791628,-12.20148,22.30466,RIGHT_ACCELERATE
